entity_type,entity_value,id_articles_nite,score
ORG,Chiefs,254,0.9963
ORG,Chiefs,254,0.9981
PER,Ike,254,0.9985
ORG,Monday Nite,255,0.5646
ORG,Ers,255,0.5261
PER,Jim,255,0.9995
PER,"Granddad"" Nunnelly",255,0.9805
ORG,Kansas City Chiefs,255,0.9984
ORG,Oakland Raiders,255,0.995
ORG,Kctv 5,255,0.9591
ORG,Chiefs,255,0.9978
ORG,Chiefs,255,0.9974
MISC,Afc West Division,255,0.9983
PER,Earl Abel,255,0.9996
ORG,Chiefs,255,0.9961
ORG,Chiefs,255,0.997
MISC,Nfl,255,0.9881
ORG,Mizzou,255,0.9955
ORG,Chiefs,255,0.9961
PER,Ike Gardner,255,0.9997
MISC,Super Bowl,255,0.9988
PER,Charles Allen,255,0.9995
ORG,Chiefs,255,0.9951
ORG,Chiefs,255,0.9921
PER,Big M,255,0.9939
LOC,Seven Oaks,255,0.6524
PER,Steve Bono,255,0.9998
PER,Elvis Grbac,255,0.9999
PER,Rich Gannon,255,0.9998
PER,Grbac,255,0.9998
PER,Gannon,255,0.9994
PER,Grbac,255,0.9998
LOC,Denver,255,0.5685
ORG,Chiefs,255,0.9949
ORG,Oakland,255,0.994
PER,Gannon,255,0.9997
MISC,Afc West,255,0.9949
PER,Jerry Rice,255,0.9998
PER,Tim Brown,255,0.9999
ORG,Miami,255,0.87
ORG,Pittsburgh Steelers,255,0.9987
MISC,Super Bowl,255,0.9969
PER,"Jerome ""The Bus"" Pettis",255,0.9651
LOC,St. Louis,255,0.6309
PER,Green,255,0.8693
ORG,Chiefs,255,0.9983
ORG,Monday Nite,256,0.6696
ORG,Ers,256,0.7274
PER,Jim Nunnelly,256,0.9989
ORG,Gardner,256,0.7784
ORG,Monday Niters,256,0.7554
LOC,Dallas,256,0.9897
ORG,Ncaa,256,0.9879
PER,Norm Stewart,256,0.9997
LOC,Missouri,256,0.9985
PER,Tom Brown,256,0.9995
MISC,Ites,256,0.3055
ORG,Ncaa,256,0.992
ORG,Monday,256,0.449
ORG,Monday Nite Footballers,257,0.616
PER,Jim Nunnelly Rozelle,257,0.9992
PER,Paul Booker,257,0.9998
PER,Carl Clark,257,0.9998
PER,Ollie Hubbard,257,0.9997
PER,Jerry Price,257,0.9997
PER,Ed West,257,0.9996
PER,Pete Rozelle,257,0.9997
ORG,National Football League,257,0.92
MISC,Nfl,257,0.9125
MISC,Nfl-Hired,257,0.9401
ORG,League,257,0.7282
PER,Rozelle,257,0.9993
PER,Rozelle,257,0.9994
ORG,Nfl,257,0.8857
ORG,Players Association,257,0.9933
PER,Rozelle,257,0.9995
PER,Pete Rozelle,257,0.9998
PER,Jim Nunnelly Bobby Sumler,258,0.9993
PER,Bobby Sumler,258,0.9998
ORG,Washburn Ichabods,258,0.9979
MISC,Naia Tournament,258,0.9841
LOC,Kemper,258,0.9731
MISC,Topeka-Based,258,0.999
ORG,West Virginia State,258,0.9861
PER,Bobby,258,0.9943
PER,Bobby Sumler,258,0.9994
LOC,San Diego,258,0.9976
LOC,Topeka,258,0.9904
MISC,Naia,258,0.7779
ORG,Espn,258,0.986
PER,Bobby,258,0.9949
MISC,Most Val,258,0.5677
MISC,Player,258,0.5893
MISC,Olympic,258,0.9995
PER,Bobby,258,0.988
LOC,Topeka,258,0.9701
MISC,Hustle Award,258,0.9162
PER,Charles Stevenson,258,0.7899
MISC,Hustle Award,258,0.8876
MISC,All-T,258,0.9064
PER,Bobby Sumler,258,0.9993
ORG,Monday N,258,0.5062
MISC,Ite,258,0.4776
PER,Bobby,258,0.9974
PER,Calvin Murphy,258,0.9999
PER,Spud Webb,258,0.9998
ORG,Kansas City Royals,261,0.9993
PER,Ingham,261,0.9986
PER,Koren Wah,261,0.9995
ORG,Northeast,261,0.5791
ORG,Ibm,261,0.9992
PER,Jerry Stabenow,261,0.9997
ORG,Royals,261,0.9989
PER,Koren,261,0.9992
ORG,Royals,261,0.9988
ORG,Ibm Corporation,261,0.9993
LOC,Kansas City,261,0.9931
LOC,Mo,261,0.9217
LOC,"Kansas City, Kas",261,0.9803
LOC,Adam,261,0.8928
LOC,S Mark,261,0.8506
ORG,Royals-Blue Jays,261,0.9839
ORG,Royals,261,0.9991
PER,John Schuerholz,261,0.9995
LOC,Kansas City,261,0.9953
LOC,Mo,261,0.9958
PER,David Griffin,261,0.9998
ORG,Monday N,261,0.5027
ORG,Ers,261,0.4207
PER,Isaac Gardner Jr,261,0.9984
PER,Jim Nunnelly,261,0.9997
LOC,Arrowhead,261,0.9909
ORG,Chiefs,261,0.9981
PER,Nunnelly,261,0.9996
PER,Frank Ganz,261,0.9998
PER,Les Miller,261,0.999
PER,Don Steadman,261,0.9997
PER,Otis Taylor,261,0.9998
PER,Buck Buchannan,261,0.9996
PER,Stephonne Paige,261,0.9993
PER,Stephonne,261,0.9993
ORG,Gates,261,0.3644
MISC,Bar-B-Q,261,0.5338
ORG,Chiefs,261,0.9987
PER,Jim,262,0.9994
PER,"Grand Dad"" Nunnelly",262,0.9598
ORG,Kansas City Chiefs,262,0.9991
ORG,Minnesota Vikings,262,0.9966
ORG,Fox 4,262,0.9007
PER,"Herm ""The Firm"" Edwards",262,0.9807
ORG,Chiefs,262,0.999
PER,Herm,262,0.9991
PER,Herm,262,0.9988
LOC,Arrowhead,262,0.9839
PER,Herm,262,0.9989
ORG,Chiefs,262,0.9987
ORG,Chiefs,262,0.9989
LOC,Minnesota,262,0.5649
PER,Herm,262,0.9994
PER,Hal Mcrae,262,0.9994
PER,Herm,262,0.9987
PER,Affirmed,262,0.9034
PER,Apostle Paul Booker,262,0.878
LOC,Roger Texas,262,0.9483
PER,Jim,263,0.9997
PER,Grand Dad,263,0.952
PER,Nunnelly,263,0.9996
ORG,Kansas City Chiefs,263,0.999
ORG,Seattle Seahawks,263,0.9932
ORG,Wdaf,263,0.9741
PER,Ed West,263,0.9995
PER,Ed West,263,0.9998
PER,Charles Allen,263,0.9997
ORG,Seahawks,263,0.9943
PER,Paul Booker,263,0.9999
PER,Tony G,263,0.9987
PER,Carl Clark,263,0.9998
PER,Bubba Cleaver,263,0.9995
PER,Ike Gardner,263,0.9997
PER,Lloyd Greenfield,263,0.9998
PER,Ollie Hubbard,263,0.9997
ORG,Seattle,263,0.9385
PER,Jim Nunnelly,263,0.9997
PER,Tampa,263,0.792
ORG,Rug,263,0.7247
PER,Rats,263,0.456
PER,Ed West,263,0.9997
LOC,Raytown-Kansas City,263,0.9764
MISC,Imitation Of Life,263,0.9969
MISC,To Kill A Mockingbird,263,0.9993
MISC,Gone With The Wind,263,0.9993
MISC,Island In The Sun,263,0.9879
MISC,Godfather,263,0.9941
MISC,"To Sir, With Love",263,0.8792
MISC,Liberation Of,263,0.9173
PER,Lord Byron Jones,263,0.9256
MISC,Patch Of Blue,263,0.9263
MISC,From Here To Eternity,263,0.9046
ORG,Dallas,263,0.9733
ORG,Chiefs,263,0.999
ORG,Chiefs,263,0.9991
ORG,San Diego,263,0.9837
ORG,Chief,263,0.9879
ORG,Chiefs,263,0.9989
ORG,Monday Niters,263,0.7486
ORG,Monday Nite,264,0.6691
ORG,Ers,264,0.544
PER,Jim Nunnelly,264,0.9991
PER,Gene Upshaw,264,0.9997
ORG,Players' Union,264,0.8993
ORG,Jets-Patriots,264,0.9843
PER,Charles Allen,264,0.9998
PER,Jerry Price,264,0.9992
PER,Walt Livingston,264,0.9997
PER,Carl Clark,264,0.9998
PER,Ike Gardner,264,0.9997
PER,Ike,264,0.9984
PER,Jim Nunnelly,265,0.9996
ORG,Chiefs,265,0.9992
ORG,San Diego,265,0.9135
LOC,Arrowhead,265,0.9923
ORG,Monday,265,0.5102
PER,Stephone Paige,265,0.9997
PER,Billy Kenney,265,0.9998
ORG,Chargers,265,0.9989
PER,Paige,265,0.9997
MISC,Afc,265,0.9525
ORG,Chiefs,265,0.9991
PER,Stephone,265,0.999
MISC,Nfl,265,0.8277
PER,Ed West,265,0.9999
PER,Stephone Paige,265,0.9996
PER,Todd Blackledge,265,0.9998
PER,John Mackovic,265,0.9999
ORG,Monday,265,0.4917
PER,Charles Allen,265,0.9998
PER,D.D.S.. C. Ashley,265,0.9991
PER,Paul Booker,265,0.9998
PER,Tom Brown,265,0.9997
PER,Carl Clark,265,0.9997
PER,"Isaac Gardner, Jr",265,0.999
PER,Ollie Hubbard,265,0.9998
PER,Jim Nunnelly,265,0.9997
PER,Jerry Price,265,0.9997
PER,Ed West,265,0.9998
ORG,Monday Nite Footballers,266,0.6885
PER,Isaac Gardner,266,0.9998
MISC,Hall Of Fame,266,0.9161
ORG,Monday Night Footballers,266,0.8212
LOC,Canton,266,0.9881
LOC,Ohio,266,0.9993
MISC,Hall Of Fame,266,0.9786
ORG,Kansas City Chiefs,266,0.9955
PER,Len Dawson,266,0.9998
MISC,Football Hall Of Fame,266,0.9645
MISC,Hall Of,266,0.6304
PER,Len Dawson,266,0.9998
PER,Willie Lanier,266,0.9998
PER,Bobby Bell,266,0.9997
PER,Willie Lanier,266,0.9998
PER,Bobby Bell,266,0.9998
PER,Len Dawson,266,0.9998
MISC,Hall Of Fame,266,0.9435
PER,Cool Len Ny,266,0.9972
PER,Dawson,266,0.9998
MISC,Forty-Niners,266,0.7299
PER,Ganz,266,0.9998
MISC,Peter Principle,266,0.6299
PER,Christian Okoye,266,0.9998
LOC,Nigeria,266,0.9998
ORG,Chiefs,266,0.9985
MISC,Hum,266,0.5098
PER,Jim Nunnelly Okoye,267,0.9993
PER,Is Okay,267,0.7524
PER,Christian Okoye,267,0.9998
LOC,Arrowhead Stadium,267,0.9831
ORG,Chiefs,267,0.9988
MISC,All-American,267,0.9515
ORG,Azusa Pacific,267,0.9918
LOC,United States,267,0.9995
LOC,Nigeria,267,0.9999
PER,Okoye,267,0.9996
PER,Ike Gardner,267,0.9998
PER,Christian Okoye,267,0.9997
PER,Okoye,267,0.9993
PER,Okoye,267,0.9996
LOC,Kansas City,267,0.9897
PER,Jerry Price,267,0.9994
PER,Okoye,267,0.9996
MISC,Nfl,267,0.9497
PER,Jerry,267,0.9994
PER,Okoye,267,0.9989
ORG,Monday,268,0.4594
PER,Jim Nunnelly Tracy Cherry,268,0.9992
MISC,Women'S Day,268,0.9835
LOC,St. James Methodist,268,0.9413
PER,Tracy Cherry,268,0.9995
PER,Tracy,268,0.996
ORG,Ursinus College,268,0.9337
MISC,Jesuit,268,0.8836
LOC,Philadelphia,268,0.9904
MISC,All-America,268,0.981
MISC,All America,268,0.9909
MISC,Dean'S List,268,0.8999
LOC,Kansas City,268,0.9991
ORG,Barstow,268,0.9756
ORG,Pembroke,268,0.9521
PER,Tracy,268,0.9976
ORG,Ursinus,268,0.9812
PER,Dad,268,0.6975
PER,Tracy,268,0.9979
PER,Tracy,268,0.9974
PER,Tracy,268,0.9971
PER,Tracy,268,0.9973
PER,James T. Nunnelly Ed West,269,0.9984
LOC,Osawatomie,269,0.9926
LOC,Kas,269,0.9418
ORG,Pittsburg State,269,0.9941
LOC,Kansas,269,0.9997
MISC,Canadian,269,0.955
ORG,Osawatomie,269,0.7628
ORG,Rosedale,269,0.9936
LOC,Kansas City,269,0.9949
LOC,Kas,269,0.9428
ORG,Rosedale,269,0.9947
ORG,Osawatomie,269,0.9952
ORG,Osawatomie,269,0.994
PER,David,269,0.8356
PER,Goliath,269,0.877
ORG,Pittsburg State,269,0.9964
ORG,Naia,269,0.8627
ORG,Pittsburg State,269,0.9971
LOC,Kansas,269,0.9989
ORG,Hilldale,269,0.993
LOC,Michigan,269,0.9998
ORG,Pittsburg,269,0.9946
ORG,At&T,269,0.9965
ORG,Monday Nite,270,0.5265
PER,Jim Nunnelly,270,0.9993
ORG,San Antonio,270,0.8746
LOC,Philadel,270,0.9935
LOC,Phia,270,0.9916
LOC,New York,270,0.6946
ORG,Portland,270,0.8917
ORG,A. Clippers,270,0.9845
ORG,Atlanta,270,0.8597
MISC,Nba,270,0.999
ORG,San Antonio,270,0.8762
PER,David Robinson,270,0.9999
ORG,Wake Forest,270,0.9762
ORG,Washington Bullets,270,0.993
PER,Bugsy,270,0.9785
PER,Bugsy,270,0.9973
PER,Ty- Rone Bogues,270,0.9921
MISC,Nba,270,0.9978
PER,Reg- Gie Williams,270,0.9895
ORG,Los Angeles Clippers,270,0.9868
ORG,Dunbar,270,0.8356
LOC,Bal- Timore,270,0.8421
MISC,World Championship,270,0.9996
LOC,Spain,270,0.9997
ORG,Bullets,270,0.997
PER,Paul Booker,270,0.9998
PER,Ike Gardner,270,0.9998
LOC,Washington,270,0.6288
PER,Bugsy,270,0.997
PER,Bogues,270,0.9997
PER,Ike,270,0.9995
LOC,Washing- Ton,270,0.8036
LOC,Atlanta,270,0.8557
PER,Tyrone,270,0.9992
ORG,Hawks,270,0.9967
PER,Spud Webb,270,0.9998
PER,Ed West,270,0.9997
ORG,Nite,271,0.5253
ORG,Ers,271,0.4274
PER,Jim Nunnely Bo Jackson,271,0.9992
PER,Vincent Edward Jack- Son,271,0.9963
LOC,Bessemer,271,0.9532
LOC,Ala,271,0.9774
ORG,Auburn,271,0.9528
MISC,Heisman Trophy,271,0.9967
ORG,Auburn,271,0.9866
ORG,Tampa Bay Football Buc- Caneers,271,0.9746
ORG,Kansas City Royals,271,0.999
ORG,Royals,271,0.9991
ORG,Los Angeles Raiders,271,0.9974
PER,Bo Jackson,271,0.9993
PER,Ole Bo,271,0.7934
MISC,Nfl,271,0.7946
ORG,Kansas Citions,271,0.4833
ORG,Monday Niters,271,0.5925
PER,Ike Gardner,271,0.9997
PER,Paul Booker,271,0.9997
PER,Paul,271,0.9992
ORG,Royal,271,0.6599
PER,Jim Nunnely,272,0.9995
ORG,Smu,272,0.9946
PER,Meyer,272,0.9995
PER,Dickerson,272,0.9997
PER,Jim Irsay,272,0.999
ORG,Monday Nite Footballers San Diego,273,0.956
ORG,Kansas City,273,0.6918
LOC,Arrowhead Stadium,273,0.9916
PER,Ike Gardner,273,0.9997
PER,Harry Sypert,273,0.9995
ORG,Chiefs,273,0.9973
ORG,Chiefs,273,0.9985
PER,Ike Gardner,273,0.9997
PER,Carl Clark,273,0.9997
PER,Jim Nunnelly,273,0.9992
PER,Jim Nunnelly,274,0.9994
PER,Ollie Hubbard,274,0.9997
PER,Ollie Hubbard,274,0.9991
ORG,Chiefs,274,0.9989
ORG,Redskins,274,0.9988
LOC,Arrowhead Stadium,274,0.9711
ORG,Nbc,274,0.9484
ORG,Washington Redskins,274,0.9978
ORG,Denver,274,0.9826
ORG,Philadelphia,274,0.9734
ORG,Minnesota,274,0.957
PER,Art Monk,274,0.9996
ORG,Redskins,274,0.9985
MISC,Nfl,274,0.9913
PER,Derrick Thomas,274,0.9996
ORG,Chief,274,0.9922
PER,Clyde Simmons,274,0.9998
ORG,Eagles,274,0.9944
PER,Dale Carter,274,0.9998
ORG,Chiefs,274,0.9976
MISC,Sugar Bowl,274,0.9978
PER,Mark Rypien,274,0.9998
PER,Carter,274,0.9998
PER,Albert Lewis,274,0.9998
ORG,Nite Footballers Chiefs,275,0.8374
ORG,Philadelphia Eagles,275,0.9985
LOC,Arrowhead Stadium,275,0.9882
ORG,Cbs,275,0.9074
PER,Jim Nunnelly,275,0.9992
ORG,Philadelphia Eagles,275,0.9992
MISC,Nfc East,275,0.856
ORG,Chiefs,275,0.9994
ORG,Dallas Cowboys,275,0.9995
ORG,New York Giants,275,0.999
ORG,Washington Redskins,275,0.9993
ORG,Eagles,275,0.9987
MISC,Nfl,275,0.9756
ORG,Chiefs,275,0.9986
PER,Randall Cunningham,275,0.9995
ORG,Eagles,275,0.9972
MISC,Nfl,275,0.9686
ORG,Eagles,275,0.998
ORG,Chiefs,275,0.9983
PER,Tom Brown,275,0.9994
PER,Tom Brown,275,0.9986
ORG,Eagles,275,0.9994
ORG,Chiefs,275,0.9993
ORG,Monday Nite,276,0.6043
ORG,Ers,276,0.5163
PER,Jim Nunnelly,276,0.9992
PER,Bird,276,0.9985
PER,Magic,276,0.996
PER,Bird,276,0.9945
PER,Magic,276,0.9899
ORG,Superfan,276,0.8753
PER,Bird,276,0.9988
PER,Magic Johnson,276,0.9992
ORG,Monday,276,0.5764
PER,Bird,276,0.9991
ORG,Boston Celtics,276,0.9989
PER,Magic Johnson,276,0.9993
LOC,Los Angeles,276,0.9734
PER,Bird,276,0.9982
PER,Magic,276,0.9963
PER,Bird,276,0.9986
PER,Magic,276,0.9959
ORG,Indiana State-Michigan State,276,0.9271
PER,Ed West,276,0.9995
PER,Magic,276,0.9985
PER,Magic,276,0.9957
PER,Carl Clark,276,0.9998
PER,Carl,276,0.9987
PER,Bird,276,0.9954
PER,Bird,276,0.9962
PER,Magic,276,0.997
PER,Carl,276,0.9985
PER,Jerry Price,276,0.9996
PER,Carl Clark,276,0.9998
PER,Bird,276,0.9975
PER,Magic,276,0.9962
PER,Bird,276,0.9989
MISC,Three-Point Competition,276,0.9713
PER,Charles Allen,277,0.9998
ORG,Chiefs,277,0.9988
PER,Paul Booker,277,0.9999
ORG,Seahawks,277,0.997
PER,Tom Brown,277,0.9998
ORG,Seahawks,277,0.9972
PER,Carl Clark,277,0.9999
ORG,Chiefs,277,0.9987
PER,Ike Gardner,277,0.9999
ORG,Chiefs,277,0.9988
PER,Lloyd Greenfield,277,0.9999
ORG,Chiefs,277,0.9988
PER,Ollie Hubbard,277,0.9998
ORG,Chiefs,277,0.9988
PER,Walt Livingston,277,0.9998
ORG,Chiefs,277,0.9988
PER,Jim Nunnelly,277,0.9995
ORG,Chiefs,277,0.9989
PER,Harry Sypert,277,0.9997
ORG,Chiefs,277,0.9989
ORG,Chiefs,277,0.9988
ORG,Seahawks,277,0.998
LOC,Seattle Kingdome,277,0.9921
ORG,Abc,277,0.969
PER,Jim Nunnelly Anthony Peeler,277,0.9995
LOC,Kansas City,277,0.9977
ORG,Los Angeles Lakers,277,0.9954
MISC,Nba,277,0.9984
PER,Dave Krieg,277,0.9999
LOC,Seattle,277,0.7115
ORG,Seahawks,277,0.9958
LOC,Seattle,277,0.8066
PER,Derrick Thomas,277,0.9998
MISC,Nfl,277,0.986
PER,Dave Krieg,277,0.9998
ORG,Chief,277,0.9928
PER,Neil Smith,277,0.9998
PER,Derrick Thomas,277,0.9998
MISC,Afc,277,0.9899
MISC,Monday Nite,278,0.517
PER,Ike Gardner,278,0.9998
ORG,Kansas,278,0.5394
LOC,City,278,0.5128
LOC,Mo,278,0.962
ORG,School District,278,0.891
PER,Gardner,278,0.9997
PER,James Carter,278,0.9994
PER,Charles Lee,278,0.9995
PER,Hubbard,278,0.9996
PER,Ollie Hubbard,278,0.9996
MISC,Monday,278,0.508
MISC,Ite,278,0.6893
MISC,Mother'S Day,278,0.9865
LOC,Baptist,278,0.9077
ORG,Monday Nite Footballers Chiefs,279,0.8173
ORG,Chargers,279,0.9992
LOC,Jack Murphy Stadium,279,0.9811
ORG,Nbc,279,0.8772
PER,Jim Nunnelly Charles Allen,279,0.9998
PER,Carl Clark,279,0.9998
PER,Lloyd Greenfield,279,0.9997
PER,Walt Livingston,279,0.9997
ORG,Chiefs,279,0.999
MISC,Afc,279,0.9948
PER,Paul Booker,279,0.9997
PER,Ike Gardner,279,0.9998
PER,Jim Nunnelly,279,0.9997
PER,Harry Sypert,279,0.9996
ORG,Chiefs,279,0.9988
PER,Charles Allen,279,0.9997
PER,Carl Clark,279,0.9998
PER,Lloyd Greenfield,279,0.9996
PER,Walt Livingston,279,0.9997
ORG,Chiefs,279,0.9988
MISC,Afc,279,0.995
PER,Paul Booker,279,0.9996
PER,Ike Gardner,279,0.9997
PER,Jim Nunnelly,279,0.9997
PER,Harry Sypert,279,0.9996
ORG,Chiefs,279,0.9987
PER,Charles Allen,279,0.9998
PER,Paul Booker,279,0.9998
PER,Carl Clark,279,0.9998
PER,Jim Nunnelly,279,0.9997
PER,Harry Sypert,279,0.9996
PER,Harvey Williams,279,0.9999
PER,Charles Allen,279,0.9998
PER,Paul Booker,279,0.9997
PER,Carl Clark,279,0.9998
PER,Jim Nunnelly,279,0.9997
PER,Harry Sypert,279,0.9996
PER,Harvey Williams,279,0.9999
PER,Steve Young,279,0.9996
ORG,San Francisco,279,0.957
PER,Joe Montana,279,0.9994
PER,Young,279,0.9979
PER,Steve Young,279,0.9996
ORG,San Francisco,279,0.9383
PER,Joe Montana,279,0.9995
PER,Young,279,0.9982
MISC,Ite,280,0.4454
ORG,Footballers Chiefs,280,0.7738
ORG,Pittsburgh Steelers,280,0.9989
LOC,Arrowhead Stadium,280,0.9883
ORG,Abc,280,0.9442
PER,Ike Gardner,280,0.9956
ORG,Steelers,280,0.9988
ORG,Chiefs,280,0.9992
PER,Jim Nunnelly,280,0.9989
ORG,Pittsburgh Steelers,280,0.9982
ORG,Houston,280,0.9941
ORG,New York Jets,280,0.9901
ORG,Chargers,280,0.9977
ORG,Cincinnati,280,0.9701
ORG,Green Bay,280,0.9647
ORG,Cleveland,280,0.964
ORG,Pittsburgh Steelers,280,0.9969
ORG,Houston,280,0.9914
ORG,New York Jets,280,0.9833
ORG,Chargers,280,0.996
ORG,Cincinnati,280,0.9492
ORG,Green Bay,280,0.9528
ORG,Cleveland,280,0.9397
ORG,Steelers,280,0.9795
PER,Barry Foster,280,0.9998
MISC,Nfl,280,0.9938
LOC,Arkansas,280,0.9972
ORG,Steelers,280,0.9697
PER,Barry Foster,280,0.9997
MISC,Nfl,280,0.9871
LOC,Arkansas,280,0.9977
ORG,Chiefs,280,0.9993
MISC,Nfl,280,0.9791
ORG,Steelers,280,0.9971
ORG,Chiefs,280,0.999
MISC,Nfl,280,0.9725
ORG,Steelers,280,0.992
LOC,Dallas,280,0.659
PER,Barry Word,280,0.9997
MISC,Afc,280,0.9911
LOC,Dallas,280,0.7161
PER,Barry Word,280,0.9998
MISC,Afc,280,0.9905
ORG,Chiefs,280,0.9927
PER,Jim Nunnelly,281,0.9994
MISC,Ncaa,281,0.9915
LOC,Kansas,281,0.6902
LOC,Kentucky,281,0.6689
LOC,North,281,0.5281
ORG,Carolina,281,0.5155
LOC,Michigan,281,0.6325
ORG,Call,281,0.9961
PER,Bluford,281,0.9923
ORG,University Of Kansas,281,0.9951
PER,Donna Stewart,281,0.9996
ORG,Michigan Wolverines,281,0.9977
ORG,Florida Marlins,281,0.9993
ORG,Los Angeles Dodgers,281,0.9969
LOC,Joe Robbie Stadium,281,0.9873
ORG,Colorado Rockies,281,0.9987
LOC,New York,281,0.9972
ORG,Mets,281,0.9987
ORG,Rockies,281,0.999
LOC,Denver,281,0.9899
ORG,Expos,281,0.9992
ORG,Monday,282,0.5462
PER,Jim,282,0.9991
PER,"Grand Dad"" Nunnelly",282,0.9098
ORG,Kansas City Chiefs,282,0.9989
ORG,Houston Texans,282,0.9979
ORG,Kctv 5,282,0.9607
MISC,House,282,0.8604
ORG,Chiefs,282,0.9978
ORG,Chiefs,282,0.9978
MISC,Super Bowl,282,0.998
ORG,Indianapolis,282,0.982
ORG,Chicago,282,0.9468
ORG,Chiefs,282,0.9982
ORG,San Diego,282,0.9704
ORG,Denver,282,0.9724
ORG,Oakland,282,0.9898
ORG,Chiefs,282,0.9966
ORG,Cincinnati,282,0.9693
ORG,Tennessee,282,0.9144
ORG,Chiefs,282,0.9952
ORG,Chiefs,282,0.9979
ORG,Houston,282,0.9476
PER,House,282,0.9868
ORG,Monday,283,0.6028
PER,Jim,283,0.9993
PER,Grand Dad,283,0.9774
PER,Nunnelly,283,0.9671
MISC,Super Bowl Xli,283,0.9931
LOC,Miami,283,0.9971
LOC,Florida,283,0.9992
ORG,Indianapolis Colts,283,0.999
ORG,Chicago Bears,283,0.9975
ORG,Kctv 5 Urban American Outdoors,283,0.9698
PER,Mary Lynn Clark,283,0.9994
MISC,Super Bowl,283,0.9962
MISC,Super Bowl Xli,283,0.9937
LOC,America,283,0.9997
MISC,Super Bowl,283,0.9961
MISC,Caucasian,283,0.995
PER,Mary Lynn,283,0.9869
MISC,African American,283,0.998
PER,Elway,283,0.9985
MISC,Super Bowl,283,0.9967
PER,Manning,283,0.9991
PER,Big Bad John,283,0.9898
PER,Jackie Robinson,283,0.9985
LOC,America,283,0.9997
ORG,Monday Nite Footballers,284,0.6189
PER,Ike Gardner,284,0.9992
ORG,Denver Broncos,284,0.9977
ORG,Kansas City Chiefs,284,0.997
ORG,Kshb,284,0.9676
ORG,Kcfx,284,0.9241
LOC,K.C,284,0.9376
MISC,Super Bowl,284,0.9971
LOC,Denver,284,0.8103
ORG,Chiefs,284,0.9993
ORG,Dillard,284,0.971
ORG,Monday Nite,284,0.6724
ORG,Ers,284,0.666
MISC,New Year,284,0.6687
PER,Jim Nunnelly,285,0.999
ORG,K.C. Chiefs,285,0.9919
ORG,Chiefs,285,0.9988
ORG,Chiefs,285,0.9986
MISC,Super Bowl,285,0.9933
ORG,Chiefs,285,0.9986
MISC,Afc West Championship,285,0.9306
ORG,Denver,285,0.9542
ORG,Denver,285,0.9774
ORG,Chiefs,285,0.9979
ORG,Green Bay,285,0.9359
MISC,Super Bowl,285,0.9915
ORG,Chiefs,285,0.9984
ORG,Packers,285,0.9987
MISC,Super Bowl,285,0.9896
LOC,Kansas City,285,0.9961
ORG,Chiefs,285,0.9981
PER,Jim Nunnelly,286,0.9993
ORG,Kansas City Chiefs,286,0.9985
ORG,Miami Dolphins,286,0.9971
LOC,Pro Player Stadium,286,0.9858
LOC,Miami,286,0.9966
LOC,Fla,286,0.9934
ORG,Kshb,286,0.9731
ORG,Kcfx,286,0.922
PER,Greg Hill,286,0.9996
PER,Marcus Allen,286,0.9998
PER,Greg,286,0.9997
PER,Hill,286,0.9998
PER,Greg,286,0.9997
PER,Marcus,286,0.9998
ORG,New England Patriots,286,0.997
LOC,Denver,286,0.9937
LOC,Mile High Stadium,286,0.9938
PER,Ike,286,0.9954
PER,Walt,286,0.9951
ORG,Broncos,286,0.9983
ORG,Patriots,286,0.9978
ORG,Channel 9,286,0.6342
ORG,Miami Dolphins,286,0.9981
ORG,Chiefs,286,0.9989
ORG,Miami,286,0.948
ORG,Chiefs,286,0.9985
PER,Pete Stoyanovich,286,0.9997
ORG,Locals,286,0.9762
PER,"Kimble ""The Nimble"" Anders",286,0.9948
MISC,Pro Bowl,286,0.997
ORG,Chiefs,286,0.9989
PER,Kimble,286,0.9996
ORG,Monday,287,0.648
ORG,Ers,287,0.4346
PER,Jim,287,0.9996
PER,Grand Dad,287,0.9889
PER,Nunnelly,287,0.9723
ORG,Kansas City Chiefs,287,0.9972
ORG,San Diego Chargers,287,0.9954
LOC,Qualcomm Stadium San Diego,287,0.9944
LOC,Cal,287,0.99
ORG,Kcfx,287,0.6579
ORG,Chargers,287,0.9985
ORG,Chiefs,287,0.9988
MISC,Super Bowl,287,0.996
ORG,Forty Niners,287,0.9967
ORG,Chargers,287,0.9973
MISC,Afc West,287,0.9738
PER,Harbaugh,287,0.9987
PER,Natrone Means,287,0.9998
MISC,Pro Bow,287,0.9043
PER,Junior Seau,287,0.9997
ORG,Chiefs,287,0.9966
ORG,Kansas City Chiefs,287,0.9814
ORG,San Diego,287,0.955
LOC,San Diego,287,0.9981
PER,Ed West,287,0.9995
ORG,Denver,287,0.94
ORG,Detroit,287,0.9528
PER,Ollie Hubbard,287,0.9996
ORG,Chiefs,287,0.9968
ORG,Chiefs,287,0.9935
PER,Harbaugh,287,0.9991
PER,Alexander,287,0.9997
ORG,Chiefs,287,0.9971
ORG,Chiefs,287,0.9979
PER,Jim Nunnelly,288,0.9992
ORG,Seattle Seahawks,288,0.9947
ORG,Kansas City Chiefs,288,0.9854
LOC,Arrowhead Stadium,288,0.9837
ORG,Kmbc,288,0.9802
ORG,Kcfx,288,0.7968
ORG,Seahawks,288,0.9952
ORG,Seattle,288,0.789
